Id,OwnerUserId_ans,CreationDate_ans,ParentId,Score_ans,IsAcceptedAnswer,Body_ans,OwnerUserId_que,CreationDate_que,Score_que,Title,Body_que
876856,39578,2009-05-18T09:25:08Z,876711,11,TRUE,"<p>You don't need the two lines:</p>

<pre><code>scale &lt;- data[1]
serial &lt;- data[2]
</code></pre>

<p>as scale and serial are already set from the headers in the <code>read.table</code>.</p>

<p>Also <code>scale &lt;- data[1]</code> creates an element from a <code>data.frame</code></p>

<pre><code>  data[1]
1     5
2    10
3    12
4    15
</code></pre>

<p>whereas <code>scale</code> from the <code>read.table</code> is a vector</p>

<pre><code>5 10 12 15
</code></pre>

<p>and the <code>plot(scale, serial)</code> function expects vector rather than a data.frame, so you just need to do </p>

<pre><code>plot(scale, serial)
</code></pre>

<p>One approach to plotting the other columns of data on the y-axis:</p>

<pre><code>plot(scale,serial, ylab="""")
par(new=TRUE) 
plot(scale,spawn,axes=F, ylab="""", type=""b"")
par(new=TRUE) 
plot(scale,for., axes=F, ylab="""", type=""b"")
par(new=TRUE) 
plot(scale,worker,axes=F, ylab="""", type=""b"")
</code></pre>

<p>There are probably better ways of doing this, but that is beyond my current R knowledge....</p>
",422,2009-05-18T08:16:10Z,18,Plotting Simple Data in R,"<p>I have a comma separated file named <code>foo.csv</code> containing the following data:</p>

<pre><code>scale, serial, spawn, for, worker
5, 0.000178, 0.000288, 0.000292, 0.000300
10, 0.156986, 0.297926, 0.064509, 0.066297
12, 2.658998, 6.059502, 0.912733, 0.923606
15, 188.023411, 719.463264, 164.111459, 161.687982
</code></pre>

<p>I essentially have two questions:</p>

<p>1) How do I plot the first column (x-axis) versus the second column (y-axis)? I'm trying this (from reading <a href=""http://www.ats.ucla.edu/stat/R/gbe/scatter.htm"" rel=""noreferrer"">this site</a>):</p>

<pre><code>data &lt;- read.table(""foo.csv"", header=T,sep="","")
attach(data)
scale &lt;- data[1]
serial &lt;- data[2]
plot(scale,serial)
</code></pre>

<p>But I get this error back:</p>

<pre><code>Error in stripchart.default(x1, ...) : invalid plotting method
</code></pre>

<p>Any idea what I'm doing wrong? A <a href=""http://www.nabble.com/Problems-producing-a-simple-plot-td23347296.html"" rel=""noreferrer"">quick Google search</a> reveals someone else with the same problem but no relevant answer. UPDATE: It turns out it works fine if I skip the two assignment statements in the middle. Any idea why this is?</p>

<p>The second question follows pretty easily after the first:</p>

<p>2) How do I plot the first column (x-axis) versus all the other columns on the y-axis? I presume it's pretty easy once I get around the first problem I'm running into, but am just a bit new to R so I'm still wrapping my head around it.</p>
"
938632,4892,2009-06-02T09:25:43Z,937346,2,TRUE,"<p>I've not tried doing this with C/C++ but rather with Fortran. I had a similar problem in that some standard IO libraries weren't being included in the library I was created. In the end I just included them all and compiled using the Fortran compiler. I didn't use any of the R compiler utilities, just compiled as if I were compiling a static Fortran library normally for use with anything else. This worked fine.</p>

<p>A debug path might be to compile as a static library using gcc (or whatever you're using) then try to include and call that static library from another C program, then if that works try with R.</p>

<p>Hope this is helpful, writing these R packages is pretty hard unless you're using vanilla C or Fortran as far as I can tell.</p>
",58434,2009-06-01T23:52:20Z,3,How to link with static libraries when building an R package,"<p>I'm creating a package that is going to be used by R (the statistical program), I'm not an expert using this application but I have managed to create a very simple package, using the following logic, I have some classes in C++, as the code has to be compiled using the R compiler and it only allows C code, I have a wrapper C code that call the C++ methods, and later I have an R script that call the methods exposed by the C code, so basically is a communication like R &lt;-> C&lt;->C++.</p>

<p>The full tutorial that I used to create this package is found <a href=""http://www.stat.columbia.edu/~gelman/stuff_for_blog/AlanRPackageTutorial.pdf"" rel=""nofollow noreferrer"">here</a>, I add it as a reference.</p>

<p>Now my problem is that I need to add some functionality to the package that I already created, what I need to do is to add code for late binding to a COM object which is another product that I created and that is registered using regasm tool.</p>

<p>This is the c++ code that I'm using to try to late bind to the COM object, I'm trying to use IDispatch to do so:</p>

<pre><code>{
...
CLSID clsid;    
HRESULT hr = CLSIDFromProgID((WCHAR*)""My Com object ProgId"", &clsid);
if(FAILED(hr))                      
  return;   
...     
}
</code></pre>

<p>I didn't paste the whole code because only with these lines the compiler is giving me troubles already, the command I use to compile is </p>

<pre><code>R CMD SHLIB Cclass.cc C++class.cc</code></pre>

<p>Where ""Cclass.cc"" has the C code that call the c++ methods and ""C++class.cc"" is actually the C++ code.</p>

<p>When I compile these classes the compiler says <pre><code>""undefined reference to `CLSIDFromProgID@8'collect2: ld returned 1 exit status""</pre></code></p>

<p>I""m sure I have added all the header files that I need, that's why I believe my problem is that I'm not including ole32.lib and oleaut32.lib which are static libraries.</p>

<p>So, my question is, how can I include this libraries in order to be able to use the methods for late binding, like CLSIDFromProgID(...) or QueryInterface(...). Also if anyone believes that my problem is not linking this libraries, but something else, it would be great if can point me to which my problem may be.</p>

<p>Also have in mind that I need to link with those statics libraries in a way that they can be compiled without problem by the R compiler, which if I'm not wrong is a merely c compiler.</p>
"
969680,NA,2009-06-09T12:03:40Z,750786,111,TRUE,"<p>Content of <code>script.r</code>:</p>

<pre><code>#!/usr/bin/Rscript

cat(""Hello"")
</code></pre>

<p>Invocation from command line:</p>

<pre><code>./script.r
</code></pre>
",85950,2009-04-15T08:31:35Z,94,What's the best way to use R scripts on the command line (terminal)?,"<p>It's very convenient to have R scripts for doing simple plots from the command line.  However, running R from bash scripts is not convenient at all.  The ideal might be something like</p>

<pre><code>#!/path/to/R
...
</code></pre>

<p>or</p>

<pre><code>#!/usr/bin/env R
...
</code></pre>

<p>but I haven't been able to make either of those work.</p>

<p>Another option is keeping the scripts purely in R, e.g. <code>script.R</code>, and invoking it with <code>R --file=script.R</code> or similar.  However, occasionally a script will rely on obscure command line switches at which point part of the code exists outside the script.  Example: sneaking things into R from bash via a local .Rprofile, the desired switches are then everything <code>--vanilla</code> implies except <code>--no-init-file</code>.</p>

<p>Another option is a bash script to store the R flags and be painlessly executable, which then calls the R script.  The problem is that this means a single program just got split into two files which now have to be keep in sync, transferred to new machines together, etc.</p>

<p>The option I currently despise least is embedding the R in a bash script:</p>

<pre><code>#!/bin/bash
... # usage message to catch bad input without invoking R
... # any bash pre-processing of input
... # etc
R --random-flags &lt;&lt;RSCRIPT
# R code goes here
RSCRIPT
</code></pre>

<p>Everything's in a single file.  It's executable and easily handles arguments.  The problem is that combining bash and R like this pretty much eliminates the possibility of any IDE not failing on one or the other, and makes my heart hurt real bad.</p>

<p>Is there some better way I'm missing?</p>
"
1088800,2611,2009-07-06T19:25:31Z,1088639,25,TRUE,"<p>Here's one way by using a closure (in the programming language sense), i.e. store the count variable in an enclosing environment accessible only by your function:</p>

<pre><code>make.f &lt;- function() {
    count &lt;- 0
    f &lt;- function(x) {
        count &lt;&lt;- count + 1
        return( list(mean=mean(x), count=count) )
    }
    return( f )
}

f1 &lt;- make.f()
result &lt;- f1(1:10)
print(result$count, result$mean)
result &lt;- f1(1:10)
print(result$count, result$mean)

f2 &lt;- make.f()
result &lt;- f2(1:10)
print(result$count, result$mean)
result &lt;- f2(1:10)
print(result$count, result$mean)
</code></pre>
",57458,2009-07-06T18:48:46Z,18,Static Variables in R,"<p>I have a function in R that I call multiple times. I want to keep track of the number of times that I've called it and use that to make decisions on what to do inside of the function. Here's what I have right now:</p>

<pre><code>f = function( x ) {
   count &lt;&lt;- count + 1
   return( mean(x) )
}

count = 1
numbers = rnorm( n = 100, mean = 0, sd = 1 )
for ( x in seq(1,100) ) {
   mean = f( numbers )
   print( count )
}
</code></pre>

<p>I don't like that I have to declare the variable count outside the scope of the function. In C or C++ I could just make a static variable. Can I do a similar thing in the R programming language?</p>
"
1106010,135870,2009-07-09T19:33:34Z,1105659,52,TRUE,"<p>R lists can be thought of as hashes- vectors of objects that can be accessed by name. Using this approach you can add a new entry to the list like so:</p>

<pre><code>key &lt;- ""width""
value &lt;- 32

mylist &lt;- list()
mylist[[ key ]] &lt;- value
</code></pre>

<p>Here we use the string stored in the variable key to access a position in the list much like using the value stored in a loop variable i to access a vector through:</p>

<pre><code>vector[ i ]
</code></pre>

<p>The result is:</p>

<pre><code>myList
$width
[1] 32
</code></pre>
",60628,2009-07-09T18:20:00Z,41,How to add variable key/value pair to list object?,"<p>I have two variables, <code>key</code> and <code>value</code>, and I want to add them as a key/value pair to a list:</p>

<pre><code>key = ""width""
value = 32

mylist = list()
mylist$key = value
</code></pre>

<p>The result is this:</p>

<pre><code>mylist
# $key
# [1] 32
</code></pre>

<p>But I would like this instead:</p>

<pre><code>mylist
# $width
# [1] 32
</code></pre>

<p>How can I do this?</p>
"
1109211,60628,2009-07-10T12:21:28Z,1109017,43,TRUE,"<p>Actually the following works for me:</p>

<pre><code>write(""prints to stderr"", stderr())

write(""prints to stdout"", stdout())
</code></pre>
",60628,2009-07-10T11:25:47Z,39,How do you print to stderr in R?,"<p>How do you print to <code>stderr</code> in <code>R</code>?</p>

<p>This would especially useful for scripts written in <code>Rscript</code>.</p>
"
1110408,7536,2009-07-10T15:53:07Z,1110363,8,TRUE,"<p><a href=""http://cran.r-project.org/web/packages/getopt/index.html"" rel=""nofollow noreferrer""><code>getopt</code> for R</a></p>
",60628,2009-07-10T15:46:06Z,5,Is there a package to process command line options in R?,"<p>Is there a package to process command-line options in R? </p>

<p>I know <code>commandArgs</code>, but it's too basic. Its result is basically the equivalent to <code>argc</code> and <code>argv</code> in <code>C</code>, but I'd need something on top of that, just like <code>boost::program_options</code> in <code>C++</code>, or <code>GetOptions::Long</code> in <code>perl</code>.</p>

<p>In particular, I'd like to specify in advance what options are allowed and give an error message if the user specifies something else. </p>

<p>The call would be like this (with user options --width=32 --file=foo.txt):</p>

<pre><code>R --vanilla --args --width=32 --file=foo.txt &lt; myscript.R
</code></pre>

<p>or, if <code>Rscript</code> is used:</p>

<pre><code>myscript.R --width=32 --file=foo.txt 
</code></pre>

<p>(Please don't say, ""why don't you write it yourself, it's not that hard"". In other languages you don't have to write it yourself either. :)</p>
"
1114828,2611,2009-07-11T22:34:52Z,1114699,6,TRUE,"<p>Quick and dirty ...</p>

<pre><code>&gt; edges &lt;- data.frame(nodea=c(1,2,4,2,1), nodeb=c(1,2,3,4,5))

&gt; adjlist &lt;- by(edges, edges$nodea, function(x) x$nodeb)

&gt; for (i in as.character(unique(edges$nodea))) {
+   cat(i, ' -&gt; ', adjlist[[i]], '\n')
+ }

1  -&gt;  1 5
2  -&gt;  2 4
4  -&gt;  3

&gt; adjlist
edges$nodea: 1
[1] 1 5
------------------------------------------------------------
edges$nodea: 2
[1] 2 4
------------------------------------------------------------
edges$nodea: 4
[1] 3
</code></pre>
",136862,2009-07-11T21:36:42Z,6,Creating an adjacency list from a data.frame,"<p>I have a data.frame with 2 columns: Node A, Node B. Each entry in the frame implies an edge in a graph between node A and B. </p>

<p>There must be a nice one-liner to convert this data.frame into an adjacency list. Any hints?</p>
"
1128618,2611,2009-07-14T23:20:29Z,1125907,4,TRUE,"<p>Try tweaking <code>mar</code>:</p>

<pre><code>mar.old &lt;- par('mar')
print(mar.old)

par(mar=rep(10, 4)) # some ridiculous values
plot(density(rnorm(1000)), ylab='foo\nbar\nbaz\nquux')

par(mar=mar.old) # restore original
</code></pre>

<p>See <code>?par</code> for more info on <code>mar</code>:</p>

<blockquote>
  <p><em>mar</em>
  A numerical vector of the form c(bottom, left, top, right) which gives the number of lines of margin to be specified on the four sides of the plot. The default is c(5, 4, 4, 2) + 0.1. </p>
</blockquote>
",130633,2009-07-14T14:46:43Z,3,Moving an R Plot header,"<p>I was trying to create a graph in R Plot and was just wondering if there was any way to move the side header label closer to the graph.</p>

<p>I've made the font smaller and put the label into two lines, but when I put it into two lines the top line falls off the screen and the bottom line is rather far away from the numbered Y-Axis of the graph.  Is there anyway to move the label closer to the y-axis so the whole thing is visible?</p>
"
1136802,12960,2009-07-16T10:48:58Z,1136709,8,TRUE,"<p>You can use <a href=""http://rosuda.org/JRI/"" rel=""noreferrer"">JRI</a>. From that website:</p>

<blockquote>
  <p>JRI is a Java/R Interface, which
  allows to run R inside Java
  applications as a single thread.
  Basically it loads R dynamic library
  into Java and provides a Java API to R
  functionality. It supports both simple
  calls to R functions and a full
  running REPL.</p>
</blockquote>

<p>This is part of the <a href=""http://www.rforge.net/rJava/"" rel=""noreferrer"">rJava</a> project (which allows calling of Java from R)</p>
",85148,2009-07-16T10:26:36Z,9,Extend my Java application with R?,"<p>I am building an application that I want to have extended with modules that does some nr crunching and I would like to have R for that. What are my best options for extending my Java application with R?</p>
"
1143173,5856,2009-07-17T13:10:54Z,1142294,17,TRUE,"<p>First of all, the <code>plot.svm</code> function assumes that the data varies across two dimensions. The data you have used in your example is only one-dimensional and so the decision boundary would have to be plotted on a line, which isn't supported. Secondly, the function seems to need a data frame as input and you are working with vectors.</p>

<p>This should work...</p>

<pre><code>library(e1071)

day = c(0,1,2,3,4,5,6)
weather = c(1,0,0,0,0,0,0)
happy = factor(c(T,F,F,F,F,F,F))

d = data.frame(day=day, weather=weather, happy=happy)
model = svm(happy ~ day + weather, data = d)
plot(model, d)
</code></pre>
",140049,2009-07-17T09:35:57Z,11,How do I plot a classification graph of a SVM in R,"<p>I have an SVM in R and I would now like to plot the classification space for this machine. I have found some examples on the Internet, but I can't seem to make sense of them.</p>

<p>My R script is as follows:</p>

<pre><code>library(e1071)
day_of_week &lt;- c(0,1,2,3,4,5,6)
holiday &lt;- factor( c(T, F, F, F, F, F, T) )
model &lt;- svm(day_of_week, holiday)
plot(model, day_of_week, holiday)
</code></pre>

<p>I cannot get the plot command to work. I would like a graph something like this <a href=""http://bm2.genes.nig.ac.jp/RGM2/R_current/library/e1071/man/images/plot.svm_001.png"" rel=""noreferrer"">http://bm2.genes.nig.ac.jp/RGM2/R_current/library/e1071/man/images/plot.svm_001.png</a> </p>
"
1164111,134830,2009-07-22T09:30:23Z,1163640,3,TRUE,"<p>I've just tried several things that didn't work - I'm including them here to save others wasting their time.  For reference, I set <code>n &lt;- rnorm(1e5)</code> in your code above.</p>

<p>Things that don't work:</p>

<ol>
<li><p>Setting <code>colormodel &lt;- ""gray""</code>.</p></li>
<li><p>Using a different value of pch.  (Some other values <em>increase</em> the file size, but I found none that decrease it.)</p></li>
<li><p>Setting <code>useKerning = FALSE</code>.</p></li>
<li><p>Changing the width and height settings.</p></li>
<li><p>Using pdf instead of postscript.</p></li>
<li><p>Using CarioPS from the Cairo package.</p></li>
</ol>

<p>In the light of this, I think that you are unlikely to be able to decrease the file size using a vector format.  This means that you will have to use a raster format (most likely PNG).</p>
",80458,2009-07-22T07:34:10Z,4,How to reduce size of R plots in EPS format?,"<p>I have a histogram with several hundred items, for which I do a Q-Q plot. This results in EPS that is 2.5 megabytes large. This is too much for a figure that is only going to be included in a publication and is not going to be viewed at 100x magnification.</p>

<p>Is there any option in R to somehow output smaller EPS? I have searched docs to no avail. Or is my best option to, say, rasterize it afterwards at 300 dpi? If that's the case, any recommendations for the tool for this job?</p>

<p>The R code for the plot is nothing fancy:</p>

<pre><code>postscript(filename)
qqnorm(n, main=title))
qqline(n)
dev.off()
</code></pre>

<p>Thanks.</p>

<p>EDIT: Doh! My question mentioned outputting EPS, and then converting it to some raster format. When of course I could just generate PNG in the first place from R. Thanks for all the answers.</p>
"
1168147,4892,2009-07-22T20:48:01Z,1167448,21,TRUE,"<p>Matrix is the most common and has also just been accepted R standard installation (as of 2.9.0), so should be broadly available.</p>

<p>Matrix in base:
<a href=""https://stat.ethz.ch/pipermail/r-announce/2009/000499.html"" rel=""noreferrer"">https://stat.ethz.ch/pipermail/r-announce/2009/000499.html</a></p>
",86684,2009-07-22T19:00:09Z,29,Most mature sparse matrix package for R?,"<p>There are at least two sparse matrix packages for R.  I'm looking into these because I'm working with datasets that are too big and sparse to fit in memory with a dense representation.  I want basic linear algebra routines, plus the ability to easily write C code to operate on them.  Which library is the most mature and best to use?</p>

<p>So far I've found</p>

<ul>
<li><a href=""http://cran.r-project.org/web/packages/Matrix"" rel=""noreferrer"">Matrix</a> which has many reverse dependencies, implying it's the most used one.</li>
<li><a href=""http://cran.r-project.org/web/packages/SparseM/index.html"" rel=""noreferrer"">SparseM</a> which doesn't have as many reverse deps.</li>
<li>Various graph libraries probably have their own (implicit) versions of this; e.g. <a href=""http://cran.r-project.org/web/packages/igraph/index.html"" rel=""noreferrer"">igraph</a> and <a href=""http://cran.r-project.org/web/packages/network/index.html"" rel=""noreferrer"">network</a> (the latter is part of <a href=""http://statnetproject.org/"" rel=""noreferrer"">statnet</a>).  These are too specialized for my needs.</li>
</ul>

<p>Anyone have experience with this?</p>

<p>From searching around <a href=""http://rseek.org"" rel=""noreferrer"">RSeek.org</a> a little bit, the <a href=""http://cran.r-project.org/web/packages/Matrix"" rel=""noreferrer"">Matrix</a> package seems the most commonly mentioned one.  I often think of <a href=""http://cran.r-project.org/web/views/"" rel=""noreferrer"">CRAN Task Views</a> as fairly authoritative, and the <a href=""http://cran.r-project.org/web/views/Multivariate.html"" rel=""noreferrer"">Multivariate Task View</a> mentions Matrix and SparseM.</p>
"
1169262,2002705,2009-07-23T02:25:24Z,1169248,347,TRUE,"<p>Both the <code>match()</code> (returns the first appearance) and <code>%in%</code> (returns a Boolean) functions are designed for this.</p>

<pre><code>v &lt;- c('a','b','c','e')

'b' %in% v
## returns TRUE

match('b',v)
## returns the first location of 'b', in this case: 2
</code></pre>
",2002705,2009-07-23T02:20:53Z,338,R function for testing if a vector contains a given element,"<p>In R, how do you test a vector to see if it contains a given element?</p>
"
1169399,84458,2009-07-23T03:13:38Z,1169388,27,TRUE,"<p>This is one way to do it.  First I get the indices at which x is either 8 or 9.  Then we can verify that at those indices, x is indeed 8 and 9.</p>

<pre><code>&gt; inds &lt;- which(x %in% c(8,9))
&gt; inds
[1]  1  3  4 12 15 19
&gt; x[inds]
[1] 8 9 9 8 9 8
</code></pre>
",84458,2009-07-23T03:10:59Z,12,Finding Multiple Elements in a Vector,"<p>Suppose I have the following vector:</p>

<pre><code>&gt; x &lt;- sample(1:10,20,replace=TRUE)
&gt; x
 [1]  8  6  9  9  7  3  2  5  5  1  6  8  5  2  9  3  5 10  8  2
</code></pre>

<p>How can I find which elements are either 8 or 9?</p>
"
1169451,84458,2009-07-23T03:31:37Z,1169426,14,TRUE,"<p>One option is the <a href=""http://www.jstatsoft.org/v24/i06/"" rel=""noreferrer"">network</a> package, part of the <a href=""http://www.jstatsoft.org/v24/i09/"" rel=""noreferrer"">statnet</a> family of R packages for statistical social network analysis.  It handles network data in a sparse way, which is nice for larger data sets.</p>

<p>Below, I do the following:</p>

<ul>
<li>load the edgelist (the first two columns) into a network object</li>
<li>assign the counts to be an edge attribute called weight.  </li>
<li>plot the network with gplot.  (See the help page for changing the thickness of the edges.)</li>
<li>plot a sociomatrix (just a 5x5 set of blocks representing the adjacency matrix, where the (i,j) cell is shaded by the relative count)</li>
</ul>

<pre>
A = read.table(file=""so.txt"",header=T)
A
      p1 p2 counts
    1  a  b    100
    2  a  c    200
    3  a  d    100
    4  b  c     80
    5  b  d     90
    6  b  e    100
    7  c  d    100
    8  c  e     40
    9  d  e     60

library(network)
net = network(A[,1:2])
# Get summary information about your network
net
     Network attributes:
      vertices = 5 
      directed = TRUE 
      hyper = FALSE 
      loops = FALSE 
      multiple = FALSE 
      bipartite = FALSE 
      total edges= 9 
        missing edges= 0 
        non-missing edges= 9 
        Vertex attribute names: 
        vertex.names 
     adjacency matrix:
      a b c d e
    a 0 1 1 1 0
    b 0 0 1 1 1
    c 0 0 0 1 1
    d 0 0 0 0 1
    e 0 0 0 0 0

set.edge.attribute(net,""weight"",A[,3])
gplot(net)

## Another cool feature
s = as.sociomatrix(net,attrname=""weight"")
plot.sociomatrix(s)
</pre>
",84458,2009-07-23T03:24:25Z,10,Manipulating Network Data in R,"<p>I have a data frame detailing edge weights among N nodes.  Is there a package for working with this sort of data?</p>

<p>For example, I would like to plot the following information as a network:</p>

<pre><code>  p1 p2 counts
1  a  b    100
2  a  c    200
3  a  d    100
4  b  c     80
5  b  d     90
6  b  e    100
7  c  d    100
8  c  e     40
9  d  e     60
</code></pre>
"
1169495,2611,2009-07-23T03:46:55Z,1169456,217,TRUE,"<p>The R Language Definition is handy for answering these types of questions:</p>

<ul>
<li><a href=""http://cran.r-project.org/doc/manuals/R-lang.html#Indexing"" rel=""noreferrer"">http://cran.r-project.org/doc/manuals/R-lang.html#Indexing</a></li>
</ul>

<blockquote>
<p>
R has three basic indexing operators, with syntax displayed by the following examples
<p>
<code><pre>
    x[i]
    x[i, j]
    x[[i]]
    x[[i, j]]
    x$a
    x$""a""
</pre></code>
<p>
For vectors and matrices the <code>[[</code> forms are rarely used, although they have some slight semantic differences from the [ form (e.g. it drops any names or dimnames attribute, and that partial matching is used for character indices). When indexing multi-dimensional structures with a single index, <code>x[[i]]</code> or <code>x[i]</code> will return the <code>i</code>th sequential element of <code>x</code>. 
<p>
For lists, one generally uses <code>[[</code> to select any single element, whereas <code>[</code> returns a list of the selected elements. 
<p>
The <code>[[</code> form allows only a single element to be selected using integer or character indices, whereas <code>[</code> allows indexing by vectors. Note though that for a list, the index can be a vector and each element of the vector is applied in turn to the list, the selected component, the selected component of that component, and so on. The result is still a single element.

</blockquote>
",135870,2009-07-23T03:33:18Z,337,The difference between [] and [[]] notations for accessing the elements of a list or dataframe,"<p>R provides two different methods for accessing the elements of a list or data.frame- the <code>[]</code> and <code>[[]]</code> operators.</p>

<p>What is the difference between the two? In what situations should I use one over the other?</p>
"
1169585,84458,2009-07-23T04:19:53Z,1169573,2,TRUE,"<p>For loops in R are notoriously slow, but here there's another issue.  It's much faster to preallocate the results vector, res, rather append to res at each iteration.</p>

<p>Below we can compare the speed of the above version with a version that simply starts with a vector, res, of length N and changes the ith element during the loop.</p>

<pre><code>fn1 &lt;- function(N) {
  res &lt;- c()
  for (i in 1:N) {
     x &lt;- rnorm(2)
     res &lt;- c(res,x[2]-x[1])
  }
  res
}
fn2 &lt;- function(N) {
  res &lt;- rep(0,N)
  for (i in 1:N) {
     x &lt;- rnorm(2)
     res[i] &lt;- x[2]-x[1]
  }
  res
}
&gt; N &lt;- 50000
&gt; system.time(res1 &lt;- fn1(N))
   user  system elapsed 
  6.568   0.256   6.826 
&gt; system.time(res2 &lt;- fn2(N))
   user  system elapsed 
  0.452   0.004   0.496 
</code></pre>

<p>Also, as <a href=""https://stackoverflow.com/questions/1169573/large-loops-hang-in-r/1169607#1169607"">Sharpie points out</a>, we can make this slightly faster by using R functions like <code>apply</code> (or its relatives, <code>sapply</code> and <code>lapply</code>).</p>

<pre><code>fn3 &lt;- function(N) {
  sapply( 1:N, function( i ){ x &lt;- rnorm(2); return( x[2] - x[1] ) } )
}
&gt; system.time(res3 &lt;- fn3(N))
   user  system elapsed 
  0.397   0.004   0.397 
</code></pre>
",84458,2009-07-23T04:15:08Z,7,Large loops hang in R?,"<p>Suppose I want perform a simulation using the following function:</p>

<pre><code>fn1 &lt;- function(N) {
  res &lt;- c()
  for (i in 1:N) {
    x &lt;- rnorm(2)
    res &lt;- c(res,x[2]-x[1])
  }
  res
}
</code></pre>

<p>For very large <code>N</code>, computation appears to hang.  Are there better ways of doing this?</p>

<p>(Inspired by: <a href=""https://stat.ethz.ch/pipermail/r-help/2008-February/155591.html"" rel=""noreferrer"">https://stat.ethz.ch/pipermail/r-help/2008-February/155591.html</a>)</p>
"
1169601,143377,2009-07-23T04:26:33Z,1169551,11,TRUE,"<p>look at the package sqldf. <a href=""http://code.google.com/p/sqldf/"" rel=""noreferrer"">http://code.google.com/p/sqldf/</a> It seems perfect for your needs.</p>
",2002705,2009-07-23T04:04:21Z,12,SQL-like functionality in R,"<p>I am used to writing data manipulation logic in SQL and now that I am learning R I find myself sometimes just wanting to do something that would be simple in SQL but I have to learn a bunch of stuff with R to do the same manipulation on an R data frame. Is there a simple work around? </p>
"
1169672,2611,2009-07-23T04:55:41Z,1169539,30,TRUE,"<p>Here's one way using the <code>lme4</code> package.</p>

<pre><code>&gt; library(lme4)
&gt; d &lt;- data.frame(state=rep(c('NY', 'CA'), c(10, 10)),
+                 year=rep(1:10, 2),
+                 response=c(rnorm(10), rnorm(10)))

&gt; xyplot(response ~ year, groups=state, data=d, type='l')

&gt; fits &lt;- lmList(response ~ year | state, data=d)
&gt; fits
Call: lmList(formula = response ~ year | state, data = d)
Coefficients:
   (Intercept)        year
CA -1.34420990  0.17139963
NY  0.00196176 -0.01852429

Degrees of freedom: 20 total; 16 residual
Residual standard error: 0.8201316
</code></pre>
",37751,2009-07-23T04:00:09Z,58,Linear Regression and group by in R,"<p>I want to do a linear regression in R using the <code>lm()</code> function. My data is an annual time series with one field for year (22 years) and another for state (50 states). I want to fit a regression for each state so that at the end I have a vector of lm responses. I can imagine doing for loop for each state then doing the regression inside the loop and adding the results of each regression to a vector. That does not seem very R-like, however. In SAS I would do a 'by' statement and in SQL I would do a 'group by'. What's the R way of doing this?</p>
"
1172367,136862,2009-07-23T14:57:11Z,1169376,9,TRUE,"<p>While zoo is great, sometimes there are simpler ways. If you data behaves nicely, and is evenly spaced, the embed() function effectively lets you create multiple lagged version of a time series. If you look inside the VARS package for vector auto-regression, you will see that the package author chooses this route.</p>

<p>For example, to calculate the 3 period rolling average of x, where x = (1 -> 20)^2:</p>

<pre><code>&gt; x &lt;- (1:20)^2
&gt; embed (x, 3)
      [,1] [,2] [,3]
 [1,]    9    4    1
 [2,]   16    9    4
 [3,]   25   16    9
 [4,]   36   25   16
 [5,]   49   36   25
 [6,]   64   49   36
 [7,]   81   64   49
 [8,]  100   81   64
 [9,]  121  100   81
[10,]  144  121  100
[11,]  169  144  121
[12,]  196  169  144
[13,]  225  196  169
[14,]  256  225  196
[15,]  289  256  225
[16,]  324  289  256
[17,]  361  324  289
[18,]  400  361  324
&gt; apply (embed (x, 3), 1, mean)
 [1]   4.666667   9.666667  16.666667  25.666667  36.666667  49.666667
 [7]  64.666667  81.666667 100.666667 121.666667 144.666667 169.666667
[13] 196.666667 225.666667 256.666667 289.666667 324.666667 361.666667
</code></pre>
",2002705,2009-07-23T03:03:55Z,7,"Cumulative sums, moving averages, and SQL ""group by"" equivalents in R","<p>What's the most efficient way to create a moving average or rolling sum in R? How do you do the rolling function along with a ""group by""?</p>
"
1173161,83761,2009-07-23T17:04:13Z,1172485,43,TRUE,"<p>Here is a function I have in my <code>~/.Rprofile</code> file:</p>

<pre><code>wideScreen &lt;- function(howWide=Sys.getenv(""COLUMNS"")) {
  options(width=as.integer(howWide))
}
</code></pre>

<p>Calling the function without the <code>howWide</code> argument sets the column to be the width of your terminal. You can optionally pass in the argument to set the width to an arbitrary number of your choosing.</p>

<p>Almost like Josh's suggestion, but less magic :-)</p>
",143813,2009-07-23T15:15:37Z,51,How to increase the number of columns using R in Linux,"<p>This may seem menial, but it affects my productivity. I am using R in terminal mode on Linux. Unlike the Windows IDE, Linux limits the number of columns to 80, thus making harder the inspection of data sets. Is there a way to set the max number of columns?</p>
"
1174826,143305,2009-07-23T22:24:39Z,1174799,100,TRUE,"<p>See <code>help(Sys.sleep)</code>.</p>

<p>For example, from <code>?Sys.sleep</code></p>

<pre><code>testit &lt;- function(x)
{
    p1 &lt;- proc.time()
    Sys.sleep(x)
    proc.time() - p1 # The cpu usage should be negligible
}
testit(3.7)
</code></pre>

<p>Yielding</p>

<pre><code>&gt; testit(3.7)
   user  system elapsed 
  0.000   0.000   3.704 
</code></pre>
",23929,2009-07-23T22:17:24Z,86,"How to make execution pause, sleep, wait for X seconds in R?","<p>How do you pause an R script for a specified number of seconds or miliseconds? In many languages, there is a <code>sleep</code> function, but <code>?sleep</code> references a data set. And <code>?pause</code> and <code>?wait</code> don't exist.</p>

<p>The intended purpose is for self-timed animations. The desired solution works without asking for user input.</p>
"
